Profile,SNR_dB,Scenario,Variant,Phase,Metric,Mean,Median,P10,P90
2,0,S3_Warp_Fade,VB-FQ,FADE,Lambda,1.000000,1.000000,1.000000,1.000000
2,0,S3_Warp_Fade,VB-FQ,FADE,R_vb,0.824700,0.792821,0.495458,1.206924
2,0,S3_Warp_Fade,VB-FQ,FADE,R_eff,0.824700,0.792821,0.495458,1.206924
2,0,S3_Warp_Fade,VB-FQ,FADE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,0,S3_Warp_Fade,VB-FQ,FADE,K_delay,0.325321,0.320701,0.278205,0.377938
2,0,S3_Warp_Fade,VB-FQ,FADE,Q11,0.050000,0.050000,0.050000,0.050000
2,0,S3_Warp_Fade,VB-FQ,FADE,Q22,0.002000,0.002000,0.002000,0.002000
2,0,S3_Warp_Fade,VB-FQ,FADE,innovation,-0.009754,-0.008650,-2.080366,2.085313
2,0,S3_Warp_Fade,VB-FQ,FADE,abs_innovation,1.272665,1.170795,0.205310,2.575363
2,0,S3_Warp_Fade,VB-FQ,FADE,S,1.203961,1.173147,0.791668,1.681024
2,0,S3_Warp_Fade,VB-FQ,FADE,NIS,1.958939,1.203433,0.041423,5.188750
2,0,S3_Warp_Fade,VB-FQ,FADE,Ppred11,0.379262,0.371363,0.293137,0.480114
2,0,S3_Warp_Fade,VB-FQ,FADE,Ppred22,0.017921,0.017902,0.017009,0.018924
2,0,S3_Warp_Fade,VB-FQ,FADE,tracking_error,-0.236906,-0.222778,-1.233100,0.810398
2,0,S3_Warp_Fade,VB-FQ,POST,m_reliability,0.525886,0.534393,0.477148,0.568926
2,0,S3_Warp_Fade,VB-FQ,POST,Lambda,1.000000,1.000000,1.000000,1.000000
2,0,S3_Warp_Fade,VB-FQ,POST,R_vb,0.771832,0.727547,0.557180,1.044476
2,0,S3_Warp_Fade,VB-FQ,POST,R_eff,0.771832,0.727547,0.557180,1.044476
2,0,S3_Warp_Fade,VB-FQ,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,0,S3_Warp_Fade,VB-FQ,POST,K_delay,0.341534,0.342822,0.310183,0.370555
2,0,S3_Warp_Fade,VB-FQ,POST,Q11,0.050000,0.050000,0.050000,0.050000
2,0,S3_Warp_Fade,VB-FQ,POST,Q22,0.002000,0.002000,0.002000,0.002000
2,0,S3_Warp_Fade,VB-FQ,POST,innovation,-0.020793,-0.038810,-1.144727,1.132455
2,0,S3_Warp_Fade,VB-FQ,POST,abs_innovation,0.705521,0.608432,0.122380,1.461598
2,0,S3_Warp_Fade,VB-FQ,POST,S,1.163286,1.108358,0.882175,1.518451
2,0,S3_Warp_Fade,VB-FQ,POST,NIS,0.659809,0.326752,0.012873,1.812638
2,0,S3_Warp_Fade,VB-FQ,POST,Ppred11,0.391454,0.380359,0.325844,0.472975
2,0,S3_Warp_Fade,VB-FQ,POST,Ppred22,0.018154,0.018072,0.017454,0.018967
2,0,S3_Warp_Fade,VB-FQ,POST,tracking_error,-0.193355,-0.221019,-0.592208,0.222132
2,0,S3_Warp_Fade,E-FQ,PRE,m_reliability,0.881063,0.984351,0.513110,1.000000
2,0,S3_Warp_Fade,E-FQ,PRE,rho_raw,0.514510,0.526074,0.433629,0.574812
2,0,S3_Warp_Fade,E-FQ,PRE,rho_relative,0.880827,1.000000,0.515603,1.000000
2,0,S3_Warp_Fade,E-FQ,PRE,Lambda,1.065558,1.000000,1.000000,1.182620
2,0,S3_Warp_Fade,E-FQ,PRE,R_vb,0.414382,0.407757,0.186553,0.629684
2,0,S3_Warp_Fade,E-FQ,PRE,R_eff,0.447610,0.427651,0.187829,0.705185
2,0,S3_Warp_Fade,E-FQ,PRE,R_eff_R_vb,1.065558,1.000000,1.000000,1.182620
2,0,S3_Warp_Fade,E-FQ,PRE,K_delay,0.435048,0.398870,0.333542,0.582430
2,0,S3_Warp_Fade,E-FQ,PRE,Q11,0.050000,0.050000,0.050000,0.050000
2,0,S3_Warp_Fade,E-FQ,PRE,Q22,0.002000,0.002000,0.002000,0.002000
2,0,S3_Warp_Fade,E-FQ,PRE,innovation,0.026503,0.002825,-1.255753,1.356783
2,0,S3_Warp_Fade,E-FQ,PRE,abs_innovation,0.814545,0.662396,0.126945,1.712047
2,0,S3_Warp_Fade,E-FQ,PRE,S,0.800600,0.739206,0.465717,1.121117
2,0,S3_Warp_Fade,E-FQ,PRE,NIS,1.271911,0.603876,0.023327,3.719626
2,0,S3_Warp_Fade,E-FQ,PRE,Ppred11,0.352990,0.291983,0.218835,0.432390
2,0,S3_Warp_Fade,E-FQ,PRE,Ppred22,0.057151,0.017250,0.016348,0.047555
2,0,S3_Warp_Fade,E-FQ,PRE,tracking_error,-0.221469,-0.242310,-0.676849,0.232864
2,0,S3_Warp_Fade,E-FQ,FADE,m_reliability,0.395180,0.363458,0.168905,0.668565
2,0,S3_Warp_Fade,E-FQ,FADE,rho_raw,0.203908,0.193313,0.081223,0.348435
2,0,S3_Warp_Fade,E-FQ,FADE,rho_relative,0.401967,0.381349,0.158894,0.686930
2,0,S3_Warp_Fade,E-FQ,FADE,Lambda,9.604224,6.706048,2.184256,21.018473
2,0,S3_Warp_Fade,E-FQ,FADE,R_vb,1.407082,1.362388,0.578000,2.308120
2,0,S3_Warp_Fade,E-FQ,FADE,R_eff,14.314958,9.328652,1.496631,34.470348
2,0,S3_Warp_Fade,E-FQ,FADE,R_eff_R_vb,9.604224,6.706048,2.184256,21.018473
2,0,S3_Warp_Fade,E-FQ,FADE,K_delay,0.150832,0.131690,0.045072,0.281967
2,0,S3_Warp_Fade,E-FQ,FADE,Q11,0.050000,0.050000,0.050000,0.050000
2,0,S3_Warp_Fade,E-FQ,FADE,Q22,0.002000,0.002000,0.002000,0.002000
2,0,S3_Warp_Fade,E-FQ,FADE,innovation,-0.052898,-0.062715,-2.072590,2.049693
2,0,S3_Warp_Fade,E-FQ,FADE,abs_innovation,1.226249,1.105183,0.189249,2.490769
2,0,S3_Warp_Fade,E-FQ,FADE,S,15.802995,11.439460,1.961641,36.126925
2,0,S3_Warp_Fade,E-FQ,FADE,NIS,0.271853,0.111114,0.004135,0.728830
2,0,S3_Warp_Fade,E-FQ,FADE,Ppred11,1.488038,1.392368,0.442095,2.688351
2,0,S3_Warp_Fade,E-FQ,FADE,Ppred22,0.024725,0.025459,0.018686,0.030360
2,0,S3_Warp_Fade,E-FQ,FADE,tracking_error,-0.231782,-0.261322,-0.959414,0.516306
2,0,S3_Warp_Fade,E-FQ,POST,m_reliability,0.973975,1.000000,0.926523,1.000000
2,0,S3_Warp_Fade,E-FQ,POST,rho_raw,0.529238,0.536611,0.469000,0.581319
2,0,S3_Warp_Fade,E-FQ,POST,rho_relative,0.976753,1.000000,0.919927,1.000000
2,0,S3_Warp_Fade,E-FQ,POST,Lambda,1.069437,1.000000,1.000000,1.161143
2,0,S3_Warp_Fade,E-FQ,POST,R_vb,1.258962,1.125903,0.751813,1.984516
2,0,S3_Warp_Fade,E-FQ,POST,R_eff,1.390706,1.140199,0.763891,2.257633
2,0,S3_Warp_Fade,E-FQ,POST,R_eff_R_vb,1.069437,1.000000,1.000000,1.161143
2,0,S3_Warp_Fade,E-FQ,POST,K_delay,0.308449,0.308879,0.275049,0.342169
2,0,S3_Warp_Fade,E-FQ,POST,Q11,0.050000,0.050000,0.050000,0.050000
2,0,S3_Warp_Fade,E-FQ,POST,Q22,0.002000,0.002000,0.002000,0.002000
2,0,S3_Warp_Fade,E-FQ,POST,innovation,-0.032513,-0.044564,-1.135751,1.098672
2,0,S3_Warp_Fade,E-FQ,POST,abs_innovation,0.685886,0.582287,0.117759,1.413119
2,0,S3_Warp_Fade,E-FQ,POST,S,1.986877,1.649109,1.157468,3.112684
2,0,S3_Warp_Fade,E-FQ,POST,NIS,0.409417,0.184629,0.007762,1.127686
2,0,S3_Warp_Fade,E-FQ,POST,Ppred11,0.596171,0.505227,0.394076,0.883282
2,0,S3_Warp_Fade,E-FQ,POST,Ppred22,0.020005,0.019408,0.018233,0.022652
2,0,S3_Warp_Fade,E-FQ,POST,tracking_error,-0.174425,-0.195513,-0.562910,0.229814
2,15,S0_Static,A,NORMAL,m_reliability,0.699162,0.712088,0.652556,0.718994
2,15,S0_Static,A,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S0_Static,A,NORMAL,R_vb,0.248613,0.200471,0.024541,0.526836
2,15,S0_Static,A,NORMAL,R_eff,0.248613,0.200471,0.024541,0.526836
2,15,S0_Static,A,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S0_Static,A,NORMAL,K_delay,0.615489,0.591112,0.417394,0.892329
2,15,S0_Static,A,NORMAL,Q11,0.126008,0.122458,0.073441,0.181286
2,15,S0_Static,A,NORMAL,Q22,0.001473,0.001326,0.000689,0.002509
2,15,S0_Static,A,NORMAL,innovation,0.019432,-0.087306,-0.509574,0.995125
2,15,S0_Static,A,NORMAL,abs_innovation,0.463129,0.300695,0.052694,1.616688
2,15,S0_Static,A,NORMAL,S,0.561432,0.512518,0.190833,0.984534
2,15,S0_Static,A,NORMAL,NIS,1.137733,0.182147,0.005171,3.918897
2,15,S0_Static,A,NORMAL,Ppred11,0.312819,0.282302,0.148919,0.465671
2,15,S0_Static,A,NORMAL,Ppred22,0.031109,0.017053,0.010855,0.024915
2,15,S0_Static,A,NORMAL,tracking_error,0.070287,0.074602,-0.364154,0.481548
2,15,S0_Static,VB-FQ,NORMAL,m_reliability,0.701780,0.712621,0.653261,0.719289
2,15,S0_Static,VB-FQ,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S0_Static,VB-FQ,NORMAL,R_vb,0.240923,0.235184,0.155765,0.317518
2,15,S0_Static,VB-FQ,NORMAL,R_eff,0.240923,0.235184,0.155765,0.317518
2,15,S0_Static,VB-FQ,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S0_Static,VB-FQ,NORMAL,K_delay,0.481904,0.467605,0.422874,0.528140
2,15,S0_Static,VB-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S0_Static,VB-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S0_Static,VB-FQ,NORMAL,innovation,0.005936,-0.094366,-0.505396,0.943608
2,15,S0_Static,VB-FQ,NORMAL,abs_innovation,0.433397,0.294353,0.051874,1.034563
2,15,S0_Static,VB-FQ,NORMAL,S,0.471453,0.444651,0.341030,0.570885
2,15,S0_Static,VB-FQ,NORMAL,NIS,0.918620,0.193149,0.005895,2.698005
2,15,S0_Static,VB-FQ,NORMAL,Ppred11,0.230530,0.207099,0.174874,0.248138
2,15,S0_Static,VB-FQ,NORMAL,Ppred22,0.029881,0.015891,0.015410,0.016948
2,15,S0_Static,VB-FQ,NORMAL,tracking_error,0.065823,0.068235,-0.320924,0.437357
2,15,S0_Static,E-FQ,NORMAL,m_reliability,0.963268,0.996732,0.908986,1.000000
2,15,S0_Static,E-FQ,NORMAL,rho_raw,0.701995,0.713437,0.622306,0.721514
2,15,S0_Static,E-FQ,NORMAL,rho_relative,0.963188,1.000000,0.838489,1.000000
2,15,S0_Static,E-FQ,NORMAL,Lambda,1.039563,1.003868,1.000000,1.184706
2,15,S0_Static,E-FQ,NORMAL,R_vb,0.263146,0.261983,0.177982,0.339034
2,15,S0_Static,E-FQ,NORMAL,R_eff,0.274450,0.269396,0.180121,0.374528
2,15,S0_Static,E-FQ,NORMAL,R_eff_R_vb,1.039563,1.003868,1.000000,1.184706
2,15,S0_Static,E-FQ,NORMAL,K_delay,0.465440,0.454841,0.389020,0.510463
2,15,S0_Static,E-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S0_Static,E-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S0_Static,E-FQ,NORMAL,innovation,0.022209,-0.088988,-0.498269,0.954799
2,15,S0_Static,E-FQ,NORMAL,abs_innovation,0.429022,0.294011,0.051134,1.006152
2,15,S0_Static,E-FQ,NORMAL,S,0.518040,0.495582,0.377870,0.630926
2,15,S0_Static,E-FQ,NORMAL,NIS,0.782854,0.175420,0.005430,2.183219
2,15,S0_Static,E-FQ,NORMAL,Ppred11,0.243591,0.222018,0.186624,0.261604
2,15,S0_Static,E-FQ,NORMAL,Ppred22,0.030075,0.016111,0.015613,0.017062
2,15,S0_Static,E-FQ,NORMAL,tracking_error,0.024249,0.019195,-0.336692,0.385614
2,15,S1_Warp,A,NORMAL,m_reliability,0.683550,0.687402,0.657619,0.712903
2,15,S1_Warp,A,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S1_Warp,A,NORMAL,R_vb,0.312858,0.286212,0.075751,0.581859
2,15,S1_Warp,A,NORMAL,R_eff,0.312858,0.286212,0.075751,0.581859
2,15,S1_Warp,A,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S1_Warp,A,NORMAL,K_delay,0.655082,0.641038,0.487086,0.856012
2,15,S1_Warp,A,NORMAL,Q11,0.268632,0.279320,0.097870,0.414531
2,15,S1_Warp,A,NORMAL,Q22,0.002025,0.001931,0.001378,0.002897
2,15,S1_Warp,A,NORMAL,innovation,-0.010960,-0.062050,-1.080969,1.191691
2,15,S1_Warp,A,NORMAL,abs_innovation,0.705020,0.595064,0.115936,1.466133
2,15,S1_Warp,A,NORMAL,S,0.839425,0.801834,0.398666,1.297460
2,15,S1_Warp,A,NORMAL,NIS,1.040049,0.470708,0.014968,2.944577
2,15,S1_Warp,A,NORMAL,Ppred11,0.526567,0.500209,0.289216,0.769783
2,15,S1_Warp,A,NORMAL,Ppred22,0.040456,0.027220,0.022951,0.030681
2,15,S1_Warp,A,NORMAL,tracking_error,-0.190344,-0.204447,-0.638667,0.293131
2,15,S1_Warp,VB-FQ,NORMAL,m_reliability,0.688560,0.691579,0.664189,0.713991
2,15,S1_Warp,VB-FQ,NORMAL,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S1_Warp,VB-FQ,NORMAL,R_vb,0.288503,0.294875,0.200059,0.365892
2,15,S1_Warp,VB-FQ,NORMAL,R_eff,0.288503,0.294875,0.200059,0.365892
2,15,S1_Warp,VB-FQ,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S1_Warp,VB-FQ,NORMAL,K_delay,0.456331,0.438459,0.409474,0.498094
2,15,S1_Warp,VB-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S1_Warp,VB-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S1_Warp,VB-FQ,NORMAL,innovation,-0.005254,-0.042178,-0.985613,1.058368
2,15,S1_Warp,VB-FQ,NORMAL,abs_innovation,0.634385,0.528777,0.101027,1.321175
2,15,S1_Warp,VB-FQ,NORMAL,S,0.541868,0.529821,0.421565,0.632901
2,15,S1_Warp,VB-FQ,NORMAL,NIS,1.113690,0.550832,0.020061,3.250726
2,15,S1_Warp,VB-FQ,NORMAL,Ppred11,0.253365,0.232281,0.201474,0.262147
2,15,S1_Warp,VB-FQ,NORMAL,Ppred22,0.030959,0.016254,0.015828,0.016790
2,15,S1_Warp,VB-FQ,NORMAL,tracking_error,-0.211143,-0.219842,-0.520186,0.125824
2,15,S1_Warp,E-FQ,NORMAL,m_reliability,0.969548,1.000000,0.960920,1.000000
2,15,S1_Warp,E-FQ,NORMAL,rho_raw,0.689452,0.700804,0.647697,0.716292
2,15,S1_Warp,E-FQ,NORMAL,rho_relative,0.970501,1.000000,0.941583,1.000000
2,15,S1_Warp,E-FQ,NORMAL,Lambda,1.012447,1.000000,1.000000,1.048937
2,15,S1_Warp,E-FQ,NORMAL,R_vb,0.299019,0.305984,0.204155,0.382962
2,15,S1_Warp,E-FQ,NORMAL,R_eff,0.303129,0.308683,0.204285,0.391199
2,15,S1_Warp,E-FQ,NORMAL,R_eff_R_vb,1.012447,1.000000,1.000000,1.048937
2,15,S1_Warp,E-FQ,NORMAL,K_delay,0.450818,0.433432,0.399805,0.493811
2,15,S1_Warp,E-FQ,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S1_Warp,E-FQ,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S1_Warp,E-FQ,NORMAL,innovation,-0.004086,-0.040776,-0.997851,1.075187
2,15,S1_Warp,E-FQ,NORMAL,abs_innovation,0.638205,0.535197,0.101977,1.325791
2,15,S1_Warp,E-FQ,NORMAL,S,0.561936,0.550365,0.430248,0.667176
2,15,S1_Warp,E-FQ,NORMAL,NIS,1.079334,0.539903,0.019627,3.173629
2,15,S1_Warp,E-FQ,NORMAL,Ppred11,0.258806,0.238239,0.204416,0.270902
2,15,S1_Warp,E-FQ,NORMAL,Ppred22,0.031035,0.016340,0.015879,0.016934
2,15,S1_Warp,E-FQ,NORMAL,tracking_error,-0.205991,-0.219398,-0.513700,0.130937
2,15,S2_Fade,A,PRE,m_reliability,0.701424,0.713037,0.651813,0.720416
2,15,S2_Fade,A,PRE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,A,PRE,R_vb,0.271806,0.215707,0.051761,0.558721
2,15,S2_Fade,A,PRE,R_eff,0.271806,0.215707,0.051761,0.558721
2,15,S2_Fade,A,PRE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,A,PRE,K_delay,0.598204,0.575028,0.403891,0.885114
2,15,S2_Fade,A,PRE,Q11,0.104805,0.104019,0.050000,0.154928
2,15,S2_Fade,A,PRE,Q22,0.002236,0.002140,0.001646,0.002930
2,15,S2_Fade,A,PRE,innovation,0.019543,-0.119438,-0.513209,1.038619
2,15,S2_Fade,A,PRE,abs_innovation,0.493994,0.312856,0.053978,1.729397
2,15,S2_Fade,A,PRE,S,0.622992,0.549911,0.230139,1.047963
2,15,S2_Fade,A,PRE,NIS,1.194326,0.185084,0.005519,4.161954
2,15,S2_Fade,A,PRE,Ppred11,0.351186,0.297929,0.158995,0.492684
2,15,S2_Fade,A,PRE,Ppred22,0.059086,0.022192,0.017347,0.037526
2,15,S2_Fade,A,PRE,tracking_error,0.069243,0.062609,-0.361999,0.480283
2,15,S2_Fade,A,FADE,m_reliability,0.563895,0.582174,0.413256,0.684453
2,15,S2_Fade,A,FADE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,A,FADE,R_vb,0.422099,0.378766,0.091348,0.833261
2,15,S2_Fade,A,FADE,R_eff,0.422099,0.378766,0.091348,0.833261
2,15,S2_Fade,A,FADE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,A,FADE,K_delay,0.549561,0.514902,0.401256,0.740752
2,15,S2_Fade,A,FADE,Q11,0.171584,0.169821,0.118798,0.228995
2,15,S2_Fade,A,FADE,Q22,0.001526,0.001553,0.001212,0.001798
2,15,S2_Fade,A,FADE,innovation,0.001516,-0.120703,-0.865137,1.302838
2,15,S2_Fade,A,FADE,abs_innovation,0.631815,0.457011,0.086712,1.608220
2,15,S2_Fade,A,FADE,S,0.840782,0.792271,0.319291,1.451789
2,15,S2_Fade,A,FADE,NIS,1.049451,0.273833,0.009834,3.392107
2,15,S2_Fade,A,FADE,Ppred11,0.418684,0.400870,0.226222,0.635900
2,15,S2_Fade,A,FADE,Ppred22,0.019446,0.019645,0.015585,0.023351
2,15,S2_Fade,A,FADE,tracking_error,0.088633,0.092385,-0.399879,0.563338
2,15,S2_Fade,A,POST,m_reliability,0.695185,0.712315,0.652098,0.719142
2,15,S2_Fade,A,POST,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,A,POST,R_vb,0.272304,0.234948,0.015014,0.600167
2,15,S2_Fade,A,POST,R_eff,0.272304,0.234948,0.015014,0.600167
2,15,S2_Fade,A,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,A,POST,K_delay,0.639607,0.604253,0.445388,0.912495
2,15,S2_Fade,A,POST,Q11,0.180216,0.173664,0.116045,0.258501
2,15,S2_Fade,A,POST,Q22,0.000987,0.000971,0.000671,0.001347
2,15,S2_Fade,A,POST,innovation,0.011479,-0.082411,-0.517476,1.021486
2,15,S2_Fade,A,POST,abs_innovation,0.488892,0.314196,0.049738,1.711660
2,15,S2_Fade,A,POST,S,0.631121,0.588267,0.216403,1.159344
2,15,S2_Fade,A,POST,NIS,1.064518,0.180390,0.004054,3.868987
2,15,S2_Fade,A,POST,Ppred11,0.358817,0.345077,0.175890,0.578420
2,15,S2_Fade,A,POST,Ppred22,0.016021,0.015926,0.011270,0.021004
2,15,S2_Fade,A,POST,tracking_error,0.066539,0.060977,-0.377412,0.522431
2,15,S2_Fade,VB-FQ,PRE,m_reliability,0.703739,0.713307,0.653941,0.720592
2,15,S2_Fade,VB-FQ,PRE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,VB-FQ,PRE,R_vb,0.232040,0.218317,0.056172,0.377717
2,15,S2_Fade,VB-FQ,PRE,R_eff,0.232040,0.218317,0.056172,0.377717
2,15,S2_Fade,VB-FQ,PRE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,VB-FQ,PRE,K_delay,0.516147,0.477891,0.410812,0.690954
2,15,S2_Fade,VB-FQ,PRE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S2_Fade,VB-FQ,PRE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S2_Fade,VB-FQ,PRE,innovation,0.004907,-0.100058,-0.508407,0.982088
2,15,S2_Fade,VB-FQ,PRE,abs_innovation,0.459487,0.304284,0.049719,1.444821
2,15,S2_Fade,VB-FQ,PRE,S,0.498102,0.432719,0.267436,0.729291
2,15,S2_Fade,VB-FQ,PRE,NIS,1.051498,0.220446,0.005293,3.891813
2,15,S2_Fade,VB-FQ,PRE,Ppred11,0.266062,0.204406,0.151640,0.314062
2,15,S2_Fade,VB-FQ,PRE,Ppred22,0.053485,0.015957,0.015228,0.039715
2,15,S2_Fade,VB-FQ,PRE,tracking_error,0.055114,0.050229,-0.325804,0.423229
2,15,S2_Fade,VB-FQ,FADE,m_reliability,0.565158,0.584869,0.416610,0.684566
2,15,S2_Fade,VB-FQ,FADE,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,VB-FQ,FADE,R_vb,0.288444,0.280200,0.196248,0.384258
2,15,S2_Fade,VB-FQ,FADE,R_eff,0.288444,0.280200,0.196248,0.384258
2,15,S2_Fade,VB-FQ,FADE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,VB-FQ,FADE,K_delay,0.442577,0.441804,0.401714,0.489258
2,15,S2_Fade,VB-FQ,FADE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S2_Fade,VB-FQ,FADE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S2_Fade,VB-FQ,FADE,innovation,0.002743,-0.119188,-0.865137,1.198860
2,15,S2_Fade,VB-FQ,FADE,abs_innovation,0.618663,0.450534,0.081075,1.565748
2,15,S2_Fade,VB-FQ,FADE,S,0.511319,0.500045,0.384105,0.641862
2,15,S2_Fade,VB-FQ,FADE,NIS,1.340158,0.390827,0.013047,4.425959
2,15,S2_Fade,VB-FQ,FADE,Ppred11,0.222876,0.219974,0.185639,0.261198
2,15,S2_Fade,VB-FQ,FADE,Ppred22,0.016056,0.016031,0.015532,0.016589
2,15,S2_Fade,VB-FQ,FADE,tracking_error,0.059164,0.055108,-0.381937,0.510112
2,15,S2_Fade,VB-FQ,POST,m_reliability,0.701252,0.713505,0.654079,0.719528
2,15,S2_Fade,VB-FQ,POST,Lambda,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,VB-FQ,POST,R_vb,0.271585,0.265508,0.208799,0.340711
2,15,S2_Fade,VB-FQ,POST,R_eff,0.271585,0.265508,0.208799,0.340711
2,15,S2_Fade,VB-FQ,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
2,15,S2_Fade,VB-FQ,POST,K_delay,0.451595,0.452735,0.417321,0.483731
2,15,S2_Fade,VB-FQ,POST,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S2_Fade,VB-FQ,POST,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S2_Fade,VB-FQ,POST,innovation,0.010636,-0.080322,-0.495387,0.881785
2,15,S2_Fade,VB-FQ,POST,abs_innovation,0.411218,0.294998,0.046847,0.950939
2,15,S2_Fade,VB-FQ,POST,S,0.491937,0.484290,0.404618,0.587293
2,15,S2_Fade,VB-FQ,POST,NIS,0.755108,0.177941,0.004335,1.902128
2,15,S2_Fade,VB-FQ,POST,Ppred11,0.220352,0.218461,0.194407,0.248275
2,15,S2_Fade,VB-FQ,POST,Ppred22,0.016046,0.016025,0.015674,0.016444
2,15,S2_Fade,VB-FQ,POST,tracking_error,0.070105,0.069804,-0.305367,0.442503
2,15,S2_Fade,E-FQ,PRE,m_reliability,0.931772,0.992665,0.715990,1.000000
2,15,S2_Fade,E-FQ,PRE,rho_raw,0.701950,0.714078,0.612062,0.722185
2,15,S2_Fade,E-FQ,PRE,rho_relative,0.930279,0.995452,0.716582,1.000000
2,15,S2_Fade,E-FQ,PRE,Lambda,1.040457,1.003774,1.000000,1.188716
2,15,S2_Fade,E-FQ,PRE,R_vb,0.255881,0.245899,0.057511,0.413152
2,15,S2_Fade,E-FQ,PRE,R_eff,0.267386,0.255573,0.057611,0.440092
2,15,S2_Fade,E-FQ,PRE,R_eff_R_vb,1.040457,1.003774,1.000000,1.188716
2,15,S2_Fade,E-FQ,PRE,K_delay,0.498681,0.460934,0.376647,0.689808
2,15,S2_Fade,E-FQ,PRE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S2_Fade,E-FQ,PRE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S2_Fade,E-FQ,PRE,innovation,0.018627,-0.106064,-0.505208,1.007520
2,15,S2_Fade,E-FQ,PRE,abs_innovation,0.464064,0.305384,0.051314,1.559988
2,15,S2_Fade,E-FQ,PRE,S,0.546340,0.491832,0.293070,0.756784
2,15,S2_Fade,E-FQ,PRE,NIS,0.936606,0.197694,0.005348,3.991927
2,15,S2_Fade,E-FQ,PRE,Ppred11,0.278954,0.223935,0.158280,0.319394
2,15,S2_Fade,E-FQ,PRE,Ppred22,0.053672,0.016290,0.015369,0.039715
2,15,S2_Fade,E-FQ,PRE,tracking_error,0.020232,0.007665,-0.350152,0.369427
2,15,S2_Fade,E-FQ,FADE,m_reliability,0.799512,0.829997,0.585610,0.963338
2,15,S2_Fade,E-FQ,FADE,rho_raw,0.567260,0.585108,0.416959,0.689457
2,15,S2_Fade,E-FQ,FADE,rho_relative,0.800945,0.823301,0.589987,0.970037
2,15,S2_Fade,E-FQ,FADE,Lambda,1.711204,1.438861,1.075927,2.810392
2,15,S2_Fade,E-FQ,FADE,R_vb,0.381980,0.367655,0.240205,0.548081
2,15,S2_Fade,E-FQ,FADE,R_eff,0.665416,0.564680,0.292371,1.198048
2,15,S2_Fade,E-FQ,FADE,R_eff_R_vb,1.711204,1.438861,1.075927,2.810392
2,15,S2_Fade,E-FQ,FADE,K_delay,0.359905,0.374502,0.253664,0.440419
2,15,S2_Fade,E-FQ,FADE,Q11,0.050000,0.050000,0.050000,0.050000
2,15,S2_Fade,E-FQ,FADE,Q22,0.002000,0.002000,0.002000,0.002000
2,15,S2_Fade,E-FQ,FADE,innovation,0.028018,-0.113262,-0.766059,1.264210
2,15,S2_Fade,E-FQ,FADE,abs_innovation,0.600312,0.436036,0.085214,1.473726
2,15,S2_Fade,E-FQ,FADE,S,0.998260,0.895515,0.521481,1.639864
2,15,S2_Fade,E-FQ,FADE,NIS,0.634343,0.213644,0.008670,1.780437
