Scenario,Variant,Phase,Metric,Mean,Median,P10,P90
S3_Warp_Fade,E-VB-only,FADE,K_delay,0.934188,0.937978,0.907472,0.952360
S3_Warp_Fade,E-VB-only,FADE,Q11,1.437259,1.410120,0.796367,2.029606
S3_Warp_Fade,E-VB-only,FADE,Q22,0.060847,0.059814,0.040579,0.082137
S3_Warp_Fade,E-VB-only,FADE,tracking_error,-0.492517,-0.435730,-1.364324,0.336068
S3_Warp_Fade,E-VB-only,POST,m_reliability,0.856299,0.864804,0.827321,0.879042
S3_Warp_Fade,E-VB-only,POST,Lambda,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,E-VB-only,POST,R_vb,0.126317,0.125271,0.115967,0.136696
S3_Warp_Fade,E-VB-only,POST,R_eff,0.126317,0.125271,0.115967,0.136696
S3_Warp_Fade,E-VB-only,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,E-VB-only,POST,K_delay,0.924629,0.933937,0.884748,0.950370
S3_Warp_Fade,E-VB-only,POST,Q11,1.352015,1.372459,0.631435,1.996134
S3_Warp_Fade,E-VB-only,POST,Q22,0.034492,0.033576,0.016719,0.053364
S3_Warp_Fade,E-VB-only,POST,tracking_error,-0.412564,-0.437943,-1.205147,0.425632
S3_Warp_Fade,E-CAL,NORMAL,rho_raw,0.829660,0.852396,0.741919,0.894981
S3_Warp_Fade,E-CAL,NORMAL,rho_relative,0.937704,0.974954,0.840667,1.000000
S3_Warp_Fade,E-CAL,NORMAL,m_reliability,0.935543,0.975553,0.820171,1.000000
S3_Warp_Fade,E-CAL,NORMAL,Lambda,1.153681,1.039656,1.000000,1.306544
S3_Warp_Fade,E-CAL,NORMAL,R_vb,0.238734,0.249170,0.128798,0.357635
S3_Warp_Fade,E-CAL,NORMAL,R_eff,0.276729,0.263893,0.132216,0.432201
S3_Warp_Fade,E-CAL,NORMAL,R_eff_R_vb,1.153681,1.039656,1.000000,1.306544
S3_Warp_Fade,E-CAL,NORMAL,K_delay,0.832858,0.838616,0.696292,0.939312
S3_Warp_Fade,E-CAL,NORMAL,Q11,1.030563,0.908918,0.372036,1.847401
S3_Warp_Fade,E-CAL,NORMAL,Q22,0.064304,0.039770,0.009297,0.161776
S3_Warp_Fade,E-CAL,NORMAL,tracking_error,-0.414469,-0.407195,-1.099580,0.252573
S3_Warp_Fade,E-CAL,PRE,rho_raw,0.840663,0.851404,0.779146,0.895121
S3_Warp_Fade,E-CAL,PRE,rho_relative,0.938634,0.964324,0.856943,1.000000
S3_Warp_Fade,E-CAL,PRE,m_reliability,0.933756,0.967760,0.858004,0.997867
S3_Warp_Fade,E-CAL,PRE,Lambda,1.063556,1.038205,1.000000,1.182720
S3_Warp_Fade,E-CAL,PRE,R_vb,0.143892,0.135872,0.122084,0.174357
S3_Warp_Fade,E-CAL,PRE,R_eff,0.153702,0.143252,0.123355,0.193833
S3_Warp_Fade,E-CAL,PRE,R_eff_R_vb,1.063556,1.038205,1.000000,1.182720
S3_Warp_Fade,E-CAL,PRE,K_delay,0.928858,0.929976,0.906097,0.947312
S3_Warp_Fade,E-CAL,PRE,Q11,1.414207,1.271854,0.815959,2.248469
S3_Warp_Fade,E-CAL,PRE,Q22,0.127715,0.120473,0.076635,0.187162
S3_Warp_Fade,E-CAL,PRE,tracking_error,-0.383672,-0.364413,-1.269066,0.403115
S3_Warp_Fade,E-CAL,FADE,rho_raw,0.684540,0.713687,0.495344,0.818936
S3_Warp_Fade,E-CAL,FADE,rho_relative,0.786120,0.822060,0.571526,0.940634
S3_Warp_Fade,E-CAL,FADE,m_reliability,0.785459,0.816688,0.576396,0.941610
S3_Warp_Fade,E-CAL,FADE,Lambda,1.765153,1.484796,1.125048,2.895826
S3_Warp_Fade,E-CAL,FADE,R_vb,0.244657,0.234875,0.153374,0.358701
S3_Warp_Fade,E-CAL,FADE,R_eff,0.439485,0.395948,0.187364,0.739053
S3_Warp_Fade,E-CAL,FADE,R_eff_R_vb,1.765153,1.484796,1.125048,2.895826
S3_Warp_Fade,E-CAL,FADE,K_delay,0.829379,0.827194,0.734389,0.923874
S3_Warp_Fade,E-CAL,FADE,Q11,1.323072,1.238237,0.660661,2.154583
S3_Warp_Fade,E-CAL,FADE,Q22,0.055143,0.050562,0.031404,0.082430
S3_Warp_Fade,E-CAL,FADE,tracking_error,-0.454907,-0.429078,-1.188057,0.184982
S3_Warp_Fade,E-CAL,POST,rho_raw,0.866160,0.865703,0.838504,0.896365
S3_Warp_Fade,E-CAL,POST,rho_relative,0.984025,0.995820,0.952498,1.000000
S3_Warp_Fade,E-CAL,POST,m_reliability,0.983509,0.986458,0.963679,1.000000
S3_Warp_Fade,E-CAL,POST,Lambda,1.033839,1.027087,1.000000,1.075181
S3_Warp_Fade,E-CAL,POST,R_vb,0.310480,0.303723,0.249256,0.395829
S3_Warp_Fade,E-CAL,POST,R_eff,0.321672,0.311590,0.252343,0.415780
S3_Warp_Fade,E-CAL,POST,R_eff_R_vb,1.033839,1.027087,1.000000,1.075181
S3_Warp_Fade,E-CAL,POST,K_delay,0.759454,0.761660,0.675938,0.843169
S3_Warp_Fade,E-CAL,POST,Q11,0.642129,0.591234,0.300842,1.110192
S3_Warp_Fade,E-CAL,POST,Q22,0.017950,0.015927,0.007277,0.031698
S3_Warp_Fade,E-CAL,POST,tracking_error,-0.425814,-0.447235,-0.973854,0.151158
