Scenario,Variant,Phase,Metric,Mean,Median,P10,P90
S3_Warp_Fade,E-VB-only,FADE,Q22,0.060948,0.059964,0.042666,0.079733
S3_Warp_Fade,E-VB-only,FADE,tracking_error,-0.443874,-0.438725,-1.275913,0.393883
S3_Warp_Fade,E-VB-only,POST,m_reliability,0.855456,0.864033,0.825116,0.879461
S3_Warp_Fade,E-VB-only,POST,Lambda,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,E-VB-only,POST,R_vb,0.125725,0.125729,0.117312,0.134128
S3_Warp_Fade,E-VB-only,POST,R_eff,0.125725,0.125729,0.117312,0.134128
S3_Warp_Fade,E-VB-only,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,E-VB-only,POST,K_delay,0.925853,0.931885,0.889891,0.952273
S3_Warp_Fade,E-VB-only,POST,Q11,1.371826,1.324574,0.696041,2.091443
S3_Warp_Fade,E-VB-only,POST,Q22,0.032686,0.030925,0.017162,0.050454
S3_Warp_Fade,E-VB-only,POST,tracking_error,-0.428748,-0.453857,-1.214446,0.413111
S3_Warp_Fade,E-CAL,NORMAL,rho_raw,0.830092,0.852356,0.741737,0.895598
S3_Warp_Fade,E-CAL,NORMAL,rho_relative,0.938519,0.976580,0.829707,1.000000
S3_Warp_Fade,E-CAL,NORMAL,m_reliability,0.936376,0.976844,0.816287,1.000000
S3_Warp_Fade,E-CAL,NORMAL,Lambda,1.150988,1.037189,1.000000,1.314197
S3_Warp_Fade,E-CAL,NORMAL,R_vb,0.231685,0.245356,0.128712,0.338029
S3_Warp_Fade,E-CAL,NORMAL,R_eff,0.267608,0.264056,0.131214,0.398825
S3_Warp_Fade,E-CAL,NORMAL,R_eff_R_vb,1.150988,1.037189,1.000000,1.314197
S3_Warp_Fade,E-CAL,NORMAL,K_delay,0.840518,0.843988,0.712580,0.938055
S3_Warp_Fade,E-CAL,NORMAL,Q11,1.024752,0.945704,0.397425,1.735712
S3_Warp_Fade,E-CAL,NORMAL,Q22,0.063207,0.042098,0.010051,0.149613
S3_Warp_Fade,E-CAL,NORMAL,tracking_error,-0.421049,-0.409665,-1.110784,0.254900
S3_Warp_Fade,E-CAL,PRE,rho_raw,0.843531,0.853174,0.784295,0.895622
S3_Warp_Fade,E-CAL,PRE,rho_relative,0.941550,0.969817,0.856468,1.000000
S3_Warp_Fade,E-CAL,PRE,m_reliability,0.936794,0.971044,0.857651,1.000000
S3_Warp_Fade,E-CAL,PRE,Lambda,1.056147,1.030226,1.000000,1.150052
S3_Warp_Fade,E-CAL,PRE,R_vb,0.139581,0.136458,0.120982,0.162391
S3_Warp_Fade,E-CAL,PRE,R_eff,0.147917,0.142065,0.122940,0.181036
S3_Warp_Fade,E-CAL,PRE,R_eff_R_vb,1.056147,1.030226,1.000000,1.150052
S3_Warp_Fade,E-CAL,PRE,K_delay,0.927572,0.929059,0.906153,0.946034
S3_Warp_Fade,E-CAL,PRE,Q11,1.313024,1.214870,0.778226,1.993914
S3_Warp_Fade,E-CAL,PRE,Q22,0.122725,0.114444,0.073124,0.184991
S3_Warp_Fade,E-CAL,PRE,tracking_error,-0.395975,-0.364788,-1.220689,0.380833
S3_Warp_Fade,E-CAL,FADE,rho_raw,0.683013,0.708395,0.505441,0.820784
S3_Warp_Fade,E-CAL,FADE,rho_relative,0.786179,0.815096,0.580044,0.949741
S3_Warp_Fade,E-CAL,FADE,m_reliability,0.785242,0.814635,0.580979,0.945932
S3_Warp_Fade,E-CAL,FADE,Lambda,1.761244,1.492035,1.115014,2.852859
S3_Warp_Fade,E-CAL,FADE,R_vb,0.234381,0.225274,0.152263,0.334176
S3_Warp_Fade,E-CAL,FADE,R_eff,0.418681,0.386607,0.179480,0.705585
S3_Warp_Fade,E-CAL,FADE,R_eff_R_vb,1.761244,1.492035,1.115014,2.852859
S3_Warp_Fade,E-CAL,FADE,K_delay,0.837063,0.835394,0.752169,0.922360
S3_Warp_Fade,E-CAL,FADE,Q11,1.342911,1.255508,0.737300,2.095421
S3_Warp_Fade,E-CAL,FADE,Q22,0.055622,0.053468,0.033556,0.079596
S3_Warp_Fade,E-CAL,FADE,tracking_error,-0.459873,-0.446272,-1.185850,0.294835
S3_Warp_Fade,E-CAL,POST,rho_raw,0.865310,0.863896,0.836292,0.897058
S3_Warp_Fade,E-CAL,POST,rho_relative,0.983446,0.995893,0.950023,1.000000
S3_Warp_Fade,E-CAL,POST,m_reliability,0.982955,0.986635,0.959780,1.000000
S3_Warp_Fade,E-CAL,POST,Lambda,1.035181,1.026726,1.000000,1.083748
S3_Warp_Fade,E-CAL,POST,R_vb,0.302308,0.302233,0.246311,0.356711
S3_Warp_Fade,E-CAL,POST,R_eff,0.313588,0.311350,0.249961,0.379488
S3_Warp_Fade,E-CAL,POST,R_eff_R_vb,1.035181,1.026726,1.000000,1.083748
S3_Warp_Fade,E-CAL,POST,K_delay,0.774047,0.786450,0.678101,0.848720
S3_Warp_Fade,E-CAL,POST,Q11,0.702354,0.673720,0.302197,1.148313
S3_Warp_Fade,E-CAL,POST,Q22,0.019382,0.017279,0.007555,0.034158
S3_Warp_Fade,E-CAL,POST,tracking_error,-0.428454,-0.428827,-1.008631,0.160349
