Scenario,Variant,Phase,Metric,Mean,Median,P10,P90
S2_Fade,EQ2,FADE,R_eff_R_vb,1.667854,1.424128,1.079536,2.663365
S2_Fade,EQ2,FADE,K_delay,0.661309,0.663485,0.572496,0.749635
S2_Fade,EQ2,FADE,Q11,0.050000,0.050000,0.050000,0.050000
S2_Fade,EQ2,FADE,Q22,0.223899,0.187576,0.082837,0.422901
S2_Fade,EQ2,FADE,abs_innovation,1.046262,0.998514,0.241942,1.997813
S2_Fade,EQ2,FADE,NIS,0.765664,0.449768,0.026461,1.987403
S2_Fade,EQ2,FADE,directional_consistency,0.176470,0.150911,0.023276,0.351794
S2_Fade,EQ2,FADE,coherent_fraction,0.036406,0.017891,0.000413,0.091240
S2_Fade,EQ2,FADE,tracking_error,0.215336,0.195214,-0.327816,0.764513
S2_Fade,EQ2,POST,R_vb,0.475390,0.469304,0.374400,0.578347
S2_Fade,EQ2,POST,R_eff,0.481854,0.474832,0.377717,0.593218
S2_Fade,EQ2,POST,R_eff_R_vb,1.012761,1.007525,1.000000,1.035682
S2_Fade,EQ2,POST,K_delay,0.600808,0.597635,0.537387,0.667969
S2_Fade,EQ2,POST,Q11,0.050000,0.050000,0.050000,0.050000
S2_Fade,EQ2,POST,Q22,0.071570,0.052831,0.020231,0.148759
S2_Fade,EQ2,POST,abs_innovation,0.803406,0.595801,0.342844,1.445416
S2_Fade,EQ2,POST,NIS,0.710921,0.307001,0.095864,1.883062
S2_Fade,EQ2,POST,directional_consistency,0.197645,0.205146,0.066726,0.305876
S2_Fade,EQ2,POST,coherent_fraction,0.036982,0.033920,0.003397,0.073272
S2_Fade,EQ2,POST,tracking_error,0.238511,0.254380,-0.198354,0.650172
S2_Fade,EQ3,NORMAL,R_vb,0.225253,0.242882,0.134119,0.303817
S2_Fade,EQ3,NORMAL,R_eff,0.251322,0.255063,0.136603,0.341655
S2_Fade,EQ3,NORMAL,R_eff_R_vb,1.109543,1.011697,1.000000,1.201682
S2_Fade,EQ3,NORMAL,K_delay,0.761879,0.758518,0.643359,0.883001
S2_Fade,EQ3,NORMAL,Q11,0.591950,0.517013,0.271409,1.045422
S2_Fade,EQ3,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
S2_Fade,EQ3,NORMAL,abs_innovation,0.857051,0.626889,0.339185,1.498344
S2_Fade,EQ3,NORMAL,NIS,0.977428,0.393182,0.105587,2.510942
S2_Fade,EQ3,NORMAL,directional_consistency,0.187428,0.190949,0.046083,0.315754
S2_Fade,EQ3,NORMAL,coherent_fraction,0.036551,0.028498,0.001602,0.077801
S2_Fade,EQ3,NORMAL,tracking_error,0.238574,0.240989,-0.367617,0.844193
S2_Fade,EQ3,PRE,R_vb,0.153249,0.150939,0.116017,0.196282
S2_Fade,EQ3,PRE,R_eff,0.155958,0.154182,0.117255,0.200658
S2_Fade,EQ3,PRE,R_eff_R_vb,1.016306,1.008987,1.000000,1.047088
S2_Fade,EQ3,PRE,K_delay,0.850942,0.855640,0.785689,0.901983
S2_Fade,EQ3,PRE,Q11,0.737201,0.736014,0.367711,1.141828
S2_Fade,EQ3,PRE,Q22,0.002000,0.002000,0.002000,0.002000
S2_Fade,EQ3,PRE,abs_innovation,0.968403,0.689368,0.363331,1.920769
S2_Fade,EQ3,PRE,NIS,1.268870,0.515102,0.110913,3.231805
S2_Fade,EQ3,PRE,directional_consistency,0.170000,0.153536,0.035899,0.333612
S2_Fade,EQ3,PRE,coherent_fraction,0.034093,0.017846,0.001018,0.085577
S2_Fade,EQ3,PRE,tracking_error,0.230844,0.210808,-0.459312,0.948767
S2_Fade,EQ3,FADE,R_vb,0.232562,0.230733,0.152723,0.311774
S2_Fade,EQ3,FADE,R_eff,0.388701,0.350179,0.181289,0.656835
S2_Fade,EQ3,FADE,R_eff_R_vb,1.652458,1.421623,1.076371,2.608440
S2_Fade,EQ3,FADE,K_delay,0.744851,0.746854,0.625124,0.862136
S2_Fade,EQ3,FADE,Q11,0.772245,0.706653,0.414710,1.217420
S2_Fade,EQ3,FADE,Q22,0.002000,0.002000,0.002000,0.002000
S2_Fade,EQ3,FADE,abs_innovation,0.881108,0.739595,0.211744,1.684144
S2_Fade,EQ3,FADE,NIS,0.748699,0.387986,0.029616,1.984006
S2_Fade,EQ3,FADE,directional_consistency,0.182372,0.158787,0.027499,0.353826
S2_Fade,EQ3,FADE,coherent_fraction,0.038985,0.019259,0.000526,0.094356
S2_Fade,EQ3,FADE,tracking_error,0.221028,0.232697,-0.403666,0.872133
S2_Fade,EQ3,POST,R_vb,0.278849,0.277980,0.242224,0.315997
S2_Fade,EQ3,POST,R_eff,0.282677,0.281165,0.244920,0.322305
S2_Fade,EQ3,POST,R_eff_R_vb,1.013392,1.008582,1.000000,1.034376
S2_Fade,EQ3,POST,K_delay,0.698063,0.694603,0.629896,0.773841
S2_Fade,EQ3,POST,Q11,0.423301,0.366681,0.253197,0.677448
S2_Fade,EQ3,POST,Q22,0.002000,0.002000,0.002000,0.002000
S2_Fade,EQ3,POST,abs_innovation,0.763193,0.575669,0.344709,1.426148
S2_Fade,EQ3,POST,NIS,0.822295,0.355853,0.124356,2.268508
S2_Fade,EQ3,POST,directional_consistency,0.201318,0.206834,0.077438,0.304551
S2_Fade,EQ3,POST,coherent_fraction,0.037534,0.034272,0.004553,0.072884
S2_Fade,EQ3,POST,tracking_error,0.250017,0.259055,-0.273207,0.768274
S3_Warp_Fade,C,NORMAL,R_vb,0.314818,0.294740,0.079567,0.582470
S3_Warp_Fade,C,NORMAL,R_eff,0.314818,0.294740,0.079567,0.582470
S3_Warp_Fade,C,NORMAL,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,C,NORMAL,K_delay,0.661287,0.653236,0.490572,0.861441
S3_Warp_Fade,C,NORMAL,Q11,0.292304,0.305592,0.099787,0.454021
S3_Warp_Fade,C,NORMAL,Q22,0.002032,0.001945,0.001447,0.002875
S3_Warp_Fade,C,NORMAL,abs_innovation,0.733176,0.655742,0.123402,1.417415
S3_Warp_Fade,C,NORMAL,NIS,1.041063,0.517806,0.017196,2.705537
S3_Warp_Fade,C,NORMAL,directional_consistency,0.219301,0.181795,0.030792,0.457049
S3_Warp_Fade,C,NORMAL,coherent_fraction,0.054085,0.023776,0.000688,0.140904
S3_Warp_Fade,C,NORMAL,tracking_error,-0.401045,-0.398044,-0.872283,0.057161
S3_Warp_Fade,C,PRE,R_vb,0.334621,0.333927,0.100000,0.566857
S3_Warp_Fade,C,PRE,R_eff,0.334621,0.333927,0.100000,0.566857
S3_Warp_Fade,C,PRE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,C,PRE,K_delay,0.582765,0.557686,0.443293,0.779953
S3_Warp_Fade,C,PRE,Q11,0.152445,0.151710,0.050000,0.242403
S3_Warp_Fade,C,PRE,Q22,0.002574,0.002534,0.002000,0.003175
S3_Warp_Fade,C,PRE,abs_innovation,0.751683,0.651425,0.120132,1.410405
S3_Warp_Fade,C,PRE,NIS,1.218851,0.626912,0.016506,3.023052
S3_Warp_Fade,C,PRE,directional_consistency,0.252881,0.209229,0.032740,0.546931
S3_Warp_Fade,C,PRE,coherent_fraction,0.072682,0.032981,0.000802,0.194476
S3_Warp_Fade,C,PRE,tracking_error,-0.401391,-0.388084,-0.819561,0.000000
S3_Warp_Fade,C,FADE,R_vb,0.381682,0.341397,0.120673,0.684190
S3_Warp_Fade,C,FADE,R_eff,0.381682,0.341397,0.120673,0.684190
S3_Warp_Fade,C,FADE,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,C,FADE,K_delay,0.632647,0.622037,0.507375,0.772627
S3_Warp_Fade,C,FADE,Q11,0.292905,0.289589,0.233089,0.354839
S3_Warp_Fade,C,FADE,Q22,0.002046,0.002058,0.001810,0.002277
S3_Warp_Fade,C,FADE,abs_innovation,0.724478,0.629842,0.107018,1.489804
S3_Warp_Fade,C,FADE,NIS,0.954560,0.446029,0.011966,2.738085
S3_Warp_Fade,C,FADE,directional_consistency,0.221274,0.183042,0.036320,0.451111
S3_Warp_Fade,C,FADE,coherent_fraction,0.052820,0.024273,0.000948,0.138421
S3_Warp_Fade,C,FADE,tracking_error,-0.416548,-0.420582,-0.913099,0.060585
S3_Warp_Fade,C,POST,R_vb,0.278703,0.243221,0.052026,0.558163
S3_Warp_Fade,C,POST,R_eff,0.278703,0.243221,0.052026,0.558163
S3_Warp_Fade,C,POST,R_eff_R_vb,1.000000,1.000000,1.000000,1.000000
S3_Warp_Fade,C,POST,K_delay,0.731098,0.720599,0.582969,0.900141
S3_Warp_Fade,C,POST,Q11,0.400628,0.398391,0.313944,0.488738
S3_Warp_Fade,C,POST,Q22,0.001607,0.001599,0.001355,0.001864
S3_Warp_Fade,C,POST,abs_innovation,0.721517,0.663551,0.129753,1.403411
S3_Warp_Fade,C,POST,NIS,0.929970,0.478099,0.018586,2.459949
S3_Warp_Fade,C,POST,directional_consistency,0.194951,0.163879,0.028445,0.400394
S3_Warp_Fade,C,POST,coherent_fraction,0.041331,0.019272,0.000609,0.113247
S3_Warp_Fade,C,POST,tracking_error,-0.395965,-0.395561,-0.899502,0.105357
S3_Warp_Fade,E,NORMAL,R_vb,0.928807,0.829162,0.436812,1.700833
S3_Warp_Fade,E,NORMAL,R_eff,1.412629,1.231871,0.571460,2.488632
S3_Warp_Fade,E,NORMAL,R_eff_R_vb,1.495437,1.324263,1.257004,1.816322
S3_Warp_Fade,E,NORMAL,K_delay,0.316495,0.281458,0.232198,0.438286
S3_Warp_Fade,E,NORMAL,Q11,0.086169,0.046994,0.020322,0.215214
S3_Warp_Fade,E,NORMAL,Q22,0.005110,0.000710,0.000100,0.018576
S3_Warp_Fade,E,NORMAL,abs_innovation,0.643927,0.551771,0.109191,1.237810
S3_Warp_Fade,E,NORMAL,NIS,0.329622,0.174438,0.006615,0.869800
S3_Warp_Fade,E,NORMAL,directional_consistency,0.323770,0.264367,0.047195,0.699015
S3_Warp_Fade,E,NORMAL,coherent_fraction,0.114002,0.051246,0.001660,0.327562
S3_Warp_Fade,E,NORMAL,tracking_error,-2.308738,-2.329804,-2.608400,-2.043960
S3_Warp_Fade,E,PRE,R_vb,1.432062,1.360859,0.976175,2.007856
S3_Warp_Fade,E,PRE,R_eff,2.074041,1.823182,1.301544,2.908694
S3_Warp_Fade,E,PRE,R_eff_R_vb,1.429924,1.316775,1.254518,1.417444
S3_Warp_Fade,E,PRE,K_delay,0.413923,0.406323,0.351398,0.483190
S3_Warp_Fade,E,PRE,Q11,0.172271,0.160077,0.087369,0.276323
S3_Warp_Fade,E,PRE,Q22,0.012987,0.008827,0.002640,0.029953
S3_Warp_Fade,E,PRE,abs_innovation,0.808006,0.659756,0.121572,1.592770
S3_Warp_Fade,E,PRE,NIS,0.262185,0.130829,0.005033,0.740097
S3_Warp_Fade,E,PRE,directional_consistency,0.356269,0.271117,0.043694,0.852149
S3_Warp_Fade,E,PRE,coherent_fraction,0.137602,0.052559,0.001421,0.421888
S3_Warp_Fade,E,PRE,tracking_error,-2.328146,-2.393539,-2.706585,-2.030486
S3_Warp_Fade,E,FADE,R_vb,0.871489,0.870740,0.780659,0.957253
S3_Warp_Fade,E,FADE,R_eff,1.942589,1.643356,1.221239,3.109354
S3_Warp_Fade,E,FADE,R_eff_R_vb,2.226868,1.884622,1.465148,3.559225
S3_Warp_Fade,E,FADE,K_delay,0.273611,0.287912,0.199339,0.328679
S3_Warp_Fade,E,FADE,Q11,0.056768,0.055509,0.037796,0.077286
S3_Warp_Fade,E,FADE,Q22,0.001162,0.001077,0.000634,0.001801
S3_Warp_Fade,E,FADE,abs_innovation,0.582019,0.489038,0.079196,1.202159
S3_Warp_Fade,E,FADE,NIS,0.200980,0.103801,0.002830,0.542532
S3_Warp_Fade,E,FADE,directional_consistency,0.312732,0.262307,0.042303,0.659093
S3_Warp_Fade,E,FADE,coherent_fraction,0.104274,0.051174,0.001348,0.286277
S3_Warp_Fade,E,FADE,tracking_error,-2.317359,-2.310057,-2.598401,-2.058374
S3_Warp_Fade,E,POST,R_vb,0.556138,0.527608,0.400538,0.760566
S3_Warp_Fade,E,POST,R_eff,0.734994,0.693100,0.524366,1.016746
S3_Warp_Fade,E,POST,R_eff_R_vb,1.319271,1.313448,1.250913,1.384513
S3_Warp_Fade,E,POST,K_delay,0.254214,0.252445,0.229799,0.282290
S3_Warp_Fade,E,POST,Q11,0.028489,0.026621,0.018081,0.041668
S3_Warp_Fade,E,POST,Q22,0.000223,0.000172,0.000081,0.000456
S3_Warp_Fade,E,POST,abs_innovation,0.535838,0.499579,0.106623,1.009950
S3_Warp_Fade,E,POST,NIS,0.421867,0.253618,0.011572,1.089196
S3_Warp_Fade,E,POST,directional_consistency,0.304223,0.261137,0.051522,0.616633
S3_Warp_Fade,E,POST,coherent_fraction,0.100338,0.050526,0.001946,0.269006
S3_Warp_Fade,E,POST,tracking_error,-2.291005,-2.300297,-2.512179,-2.046568
S3_Warp_Fade,EQ0,NORMAL,R_vb,0.231685,0.245356,0.128712,0.338029
S3_Warp_Fade,EQ0,NORMAL,R_eff,0.267608,0.264056,0.131214,0.398825
S3_Warp_Fade,EQ0,NORMAL,R_eff_R_vb,1.150988,1.037189,1.000000,1.314197
S3_Warp_Fade,EQ0,NORMAL,K_delay,0.840518,0.843988,0.712580,0.938055
S3_Warp_Fade,EQ0,NORMAL,Q11,1.024752,0.945704,0.397425,1.735712
S3_Warp_Fade,EQ0,NORMAL,Q22,0.063207,0.042098,0.010051,0.149613
S3_Warp_Fade,EQ0,NORMAL,abs_innovation,0.987895,0.916702,0.177257,1.936412
S3_Warp_Fade,EQ0,NORMAL,NIS,0.750461,0.479128,0.017795,1.903332
S3_Warp_Fade,EQ0,NORMAL,directional_consistency,0.189588,0.160532,0.030814,0.387220
S3_Warp_Fade,EQ0,NORMAL,coherent_fraction,0.040685,0.019982,0.000734,0.106402
S3_Warp_Fade,EQ0,NORMAL,tracking_error,-0.421049,-0.409665,-1.110784,0.254900
S3_Warp_Fade,EQ0,PRE,R_vb,0.139581,0.136458,0.120982,0.162391
S3_Warp_Fade,EQ0,PRE,R_eff,0.147917,0.142065,0.122940,0.181036
S3_Warp_Fade,EQ0,PRE,R_eff_R_vb,1.056147,1.030226,1.000000,1.150052
S3_Warp_Fade,EQ0,PRE,K_delay,0.927572,0.929059,0.906153,0.946034
S3_Warp_Fade,EQ0,PRE,Q11,1.313024,1.214870,0.778226,1.993914
S3_Warp_Fade,EQ0,PRE,Q22,0.122725,0.114444,0.073124,0.184991
S3_Warp_Fade,EQ0,PRE,abs_innovation,1.160712,1.130277,0.214122,2.167584
S3_Warp_Fade,EQ0,PRE,NIS,0.896557,0.604537,0.020838,2.247206
S3_Warp_Fade,EQ0,PRE,directional_consistency,0.194047,0.162188,0.031058,0.402772
S3_Warp_Fade,EQ0,PRE,coherent_fraction,0.044008,0.021421,0.000779,0.118475
S3_Warp_Fade,EQ0,PRE,tracking_error,-0.395975,-0.364788,-1.220689,0.380833
S3_Warp_Fade,EQ0,FADE,R_vb,0.234381,0.225274,0.152263,0.334176
S3_Warp_Fade,EQ0,FADE,R_eff,0.418681,0.386607,0.179480,0.705585
S3_Warp_Fade,EQ0,FADE,R_eff_R_vb,1.761244,1.492035,1.115014,2.852859
S3_Warp_Fade,EQ0,FADE,K_delay,0.837063,0.835394,0.752169,0.922360
S3_Warp_Fade,EQ0,FADE,Q11,1.342911,1.255508,0.737300,2.095421
S3_Warp_Fade,EQ0,FADE,Q22,0.055622,0.053468,0.033556,0.079596
S3_Warp_Fade,EQ0,FADE,abs_innovation,1.049907,0.961911,0.168150,2.039620
S3_Warp_Fade,EQ0,FADE,NIS,0.632756,0.370953,0.010772,1.650085
S3_Warp_Fade,EQ0,FADE,directional_consistency,0.192728,0.169024,0.041797,0.369588
S3_Warp_Fade,EQ0,FADE,coherent_fraction,0.039555,0.021769,0.001292,0.096979
S3_Warp_Fade,EQ0,FADE,tracking_error,-0.459873,-0.446272,-1.185850,0.294835
S3_Warp_Fade,EQ0,POST,R_vb,0.302308,0.302233,0.246311,0.356711
S3_Warp_Fade,EQ0,POST,R_eff,0.313588,0.311350,0.249961,0.379488
S3_Warp_Fade,EQ0,POST,R_eff_R_vb,1.035181,1.026726,1.000000,1.083748
S3_Warp_Fade,EQ0,POST,K_delay,0.774047,0.786450,0.678101,0.848720
S3_Warp_Fade,EQ0,POST,Q11,0.702354,0.673720,0.302197,1.148313
S3_Warp_Fade,EQ0,POST,Q22,0.019382,0.017279,0.007555,0.034158
S3_Warp_Fade,EQ0,POST,abs_innovation,0.834568,0.777898,0.158322,1.596907
S3_Warp_Fade,EQ0,POST,NIS,0.673640,0.405659,0.018914,1.717804
S3_Warp_Fade,EQ0,POST,directional_consistency,0.185461,0.156463,0.028814,0.381074
S3_Warp_Fade,EQ0,POST,coherent_fraction,0.038687,0.018702,0.000643,0.104581
S3_Warp_Fade,EQ0,POST,tracking_error,-0.428454,-0.428827,-1.008631,0.160349
S3_Warp_Fade,EQ1,NORMAL,R_vb,0.348535,0.353094,0.245880,0.448766
S3_Warp_Fade,EQ1,NORMAL,R_eff,0.406114,0.377083,0.258245,0.536561
S3_Warp_Fade,EQ1,NORMAL,R_eff_R_vb,1.148914,1.047603,1.000000,1.277787
S3_Warp_Fade,EQ1,NORMAL,K_delay,0.423228,0.410422,0.373611,0.462256
S3_Warp_Fade,EQ1,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ1,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
S3_Warp_Fade,EQ1,NORMAL,abs_innovation,0.654185,0.585269,0.110137,1.272175
S3_Warp_Fade,EQ1,NORMAL,NIS,0.928365,0.511524,0.018518,2.415092
S3_Warp_Fade,EQ1,NORMAL,directional_consistency,0.257643,0.217601,0.036976,0.524606
S3_Warp_Fade,EQ1,NORMAL,coherent_fraction,0.073210,0.034586,0.000989,0.193364
S3_Warp_Fade,EQ1,NORMAL,tracking_error,-0.408527,-0.415767,-0.717559,-0.093143
S3_Warp_Fade,EQ1,PRE,R_vb,0.289412,0.306620,0.139181,0.384653
S3_Warp_Fade,EQ1,PRE,R_eff,0.300581,0.321557,0.139485,0.397528
S3_Warp_Fade,EQ1,PRE,R_eff_R_vb,1.036779,1.037462,1.000000,1.080492
S3_Warp_Fade,EQ1,PRE,K_delay,0.474389,0.431178,0.400620,0.609814
S3_Warp_Fade,EQ1,PRE,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ1,PRE,Q22,0.002000,0.002000,0.002000,0.002000
S3_Warp_Fade,EQ1,PRE,abs_innovation,0.726313,0.637762,0.115834,1.359479
S3_Warp_Fade,EQ1,PRE,NIS,1.234391,0.734795,0.025204,3.139800
S3_Warp_Fade,EQ1,PRE,directional_consistency,0.272925,0.219592,0.034174,0.615427
S3_Warp_Fade,EQ1,PRE,coherent_fraction,0.085437,0.036131,0.000874,0.245677
S3_Warp_Fade,EQ1,PRE,tracking_error,-0.417870,-0.428642,-0.755751,-0.066071
S3_Warp_Fade,EQ1,FADE,R_vb,0.389692,0.377410,0.297811,0.507524
S3_Warp_Fade,EQ1,FADE,R_eff,0.692761,0.609205,0.371028,1.153849
S3_Warp_Fade,EQ1,FADE,R_eff_R_vb,1.762858,1.478660,1.149379,2.803413
S3_Warp_Fade,EQ1,FADE,K_delay,0.350772,0.365917,0.267082,0.415445
S3_Warp_Fade,EQ1,FADE,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ1,FADE,Q22,0.002000,0.002000,0.002000,0.002000
S3_Warp_Fade,EQ1,FADE,abs_innovation,0.609209,0.512774,0.086115,1.296117
S3_Warp_Fade,EQ1,FADE,NIS,0.574379,0.281014,0.009629,1.531179
S3_Warp_Fade,EQ1,FADE,directional_consistency,0.275552,0.241017,0.041269,0.552057
S3_Warp_Fade,EQ1,FADE,coherent_fraction,0.080831,0.039430,0.001234,0.208119
S3_Warp_Fade,EQ1,FADE,tracking_error,-0.404476,-0.399547,-0.712882,-0.094239
S3_Warp_Fade,EQ1,POST,R_vb,0.381634,0.382605,0.301991,0.456446
S3_Warp_Fade,EQ1,POST,R_eff,0.399033,0.399721,0.313623,0.478015
S3_Warp_Fade,EQ1,POST,R_eff_R_vb,1.045380,1.044257,1.000368,1.090616
S3_Warp_Fade,EQ1,POST,K_delay,0.406021,0.404347,0.382439,0.433390
S3_Warp_Fade,EQ1,POST,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ1,POST,Q22,0.002000,0.002000,0.002000,0.002000
S3_Warp_Fade,EQ1,POST,abs_innovation,0.612181,0.558221,0.110289,1.213499
S3_Warp_Fade,EQ1,POST,NIS,0.800788,0.477282,0.018245,2.139278
S3_Warp_Fade,EQ1,POST,directional_consistency,0.241281,0.211623,0.038089,0.484103
S3_Warp_Fade,EQ1,POST,coherent_fraction,0.062202,0.032119,0.001020,0.164723
S3_Warp_Fade,EQ1,POST,tracking_error,-0.402536,-0.410554,-0.693732,-0.113302
S3_Warp_Fade,EQ2,NORMAL,R_vb,0.417940,0.438537,0.215343,0.602129
S3_Warp_Fade,EQ2,NORMAL,R_eff,0.480909,0.466346,0.221451,0.708171
S3_Warp_Fade,EQ2,NORMAL,R_eff_R_vb,1.138227,1.011276,1.000000,1.309013
S3_Warp_Fade,EQ2,NORMAL,K_delay,0.744176,0.748603,0.616202,0.856537
S3_Warp_Fade,EQ2,NORMAL,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ2,NORMAL,Q22,0.422849,0.320307,0.071270,0.927932
S3_Warp_Fade,EQ2,NORMAL,abs_innovation,1.120085,1.047146,0.213209,2.138290
S3_Warp_Fade,EQ2,NORMAL,NIS,0.991935,0.626257,0.025626,2.416070
S3_Warp_Fade,EQ2,NORMAL,directional_consistency,0.173830,0.152139,0.028999,0.346513
S3_Warp_Fade,EQ2,NORMAL,coherent_fraction,0.034729,0.018412,0.000653,0.087536
S3_Warp_Fade,EQ2,NORMAL,tracking_error,-0.423943,-0.416991,-0.971027,0.123074
S3_Warp_Fade,EQ2,PRE,R_vb,0.258558,0.264292,0.129564,0.346154
S3_Warp_Fade,EQ2,PRE,R_eff,0.275325,0.278225,0.130011,0.378278
S3_Warp_Fade,EQ2,PRE,R_eff_R_vb,1.058593,1.013492,1.000000,1.204050
S3_Warp_Fade,EQ2,PRE,K_delay,0.835642,0.836679,0.791302,0.874692
S3_Warp_Fade,EQ2,PRE,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ2,PRE,Q22,0.622061,0.562540,0.240343,1.052954
S3_Warp_Fade,EQ2,PRE,abs_innovation,1.377293,1.368645,0.330052,2.361849
S3_Warp_Fade,EQ2,PRE,NIS,1.532566,1.200440,0.066275,3.543991
S3_Warp_Fade,EQ2,PRE,directional_consistency,0.165738,0.153756,0.031588,0.303036
S3_Warp_Fade,EQ2,PRE,coherent_fraction,0.031614,0.019670,0.000771,0.073119
S3_Warp_Fade,EQ2,PRE,tracking_error,-0.408369,-0.384588,-1.059469,0.211286
S3_Warp_Fade,EQ2,FADE,R_vb,0.468385,0.456526,0.326106,0.627095
S3_Warp_Fade,EQ2,FADE,R_eff,0.813705,0.734666,0.384855,1.357529
S3_Warp_Fade,EQ2,FADE,R_eff_R_vb,1.718718,1.475138,1.080074,2.734298
S3_Warp_Fade,EQ2,FADE,K_delay,0.758257,0.761797,0.673044,0.840705
S3_Warp_Fade,EQ2,FADE,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ2,FADE,Q22,0.680273,0.621626,0.269252,1.150889
S3_Warp_Fade,EQ2,FADE,abs_innovation,1.198800,1.193116,0.215107,2.234336
S3_Warp_Fade,EQ2,FADE,NIS,0.658497,0.410636,0.014900,1.655160
S3_Warp_Fade,EQ2,FADE,directional_consistency,0.181828,0.160019,0.031928,0.349685
S3_Warp_Fade,EQ2,FADE,coherent_fraction,0.036970,0.020587,0.000742,0.089347
S3_Warp_Fade,EQ2,FADE,tracking_error,-0.452248,-0.440819,-1.075947,0.172034
S3_Warp_Fade,EQ2,POST,R_vb,0.525943,0.518445,0.428487,0.627636
S3_Warp_Fade,EQ2,POST,R_eff,0.537132,0.525832,0.431204,0.653230
S3_Warp_Fade,EQ2,POST,R_eff_R_vb,1.019860,1.001437,1.000000,1.064281
S3_Warp_Fade,EQ2,POST,K_delay,0.668840,0.672656,0.590169,0.746852
S3_Warp_Fade,EQ2,POST,Q11,0.050000,0.050000,0.050000,0.050000
S3_Warp_Fade,EQ2,POST,Q22,0.188398,0.145995,0.047078,0.393681
S3_Warp_Fade,EQ2,POST,abs_innovation,0.896099,0.826789,0.180422,1.695019
S3_Warp_Fade,EQ2,POST,NIS,0.675961,0.424467,0.020269,1.726582
S3_Warp_Fade,EQ2,POST,directional_consistency,0.177068,0.148690,0.026756,0.367005
S3_Warp_Fade,EQ2,POST,coherent_fraction,0.036236,0.016812,0.000552,0.096322
S3_Warp_Fade,EQ2,POST,tracking_error,-0.427243,-0.432382,-0.882870,0.046445
S3_Warp_Fade,EQ3,NORMAL,R_vb,0.203969,0.214350,0.131893,0.282968
S3_Warp_Fade,EQ3,NORMAL,R_eff,0.227207,0.224522,0.133075,0.328381
S3_Warp_Fade,EQ3,NORMAL,R_eff_R_vb,1.110963,1.004896,1.000000,1.213815
S3_Warp_Fade,EQ3,NORMAL,K_delay,0.797153,0.794587,0.667644,0.917111
S3_Warp_Fade,EQ3,NORMAL,Q11,0.754672,0.695786,0.289126,1.307510
S3_Warp_Fade,EQ3,NORMAL,Q22,0.002000,0.002000,0.002000,0.002000
S3_Warp_Fade,EQ3,NORMAL,abs_innovation,0.882978,0.812258,0.163596,1.687755
S3_Warp_Fade,EQ3,NORMAL,NIS,0.893965,0.553402,0.024179,2.305070
S3_Warp_Fade,EQ3,NORMAL,directional_consistency,0.205453,0.172258,0.033358,0.423117
S3_Warp_Fade,EQ3,NORMAL,coherent_fraction,0.048324,0.022799,0.000856,0.131410
S3_Warp_Fade,EQ3,NORMAL,tracking_error,-0.407331,-0.385057,-1.046433,0.204913
S3_Warp_Fade,EQ3,PRE,R_vb,0.136883,0.136668,0.124353,0.146945
S3_Warp_Fade,EQ3,PRE,R_eff,0.139318,0.138509,0.125090,0.152671
S3_Warp_Fade,EQ3,PRE,R_eff_R_vb,1.017063,1.000749,1.000000,1.054806
S3_Warp_Fade,EQ3,PRE,K_delay,0.899857,0.907006,0.862122,0.926196
S3_Warp_Fade,EQ3,PRE,Q11,1.080769,1.066897,0.663259,1.473276
S3_Warp_Fade,EQ3,PRE,Q22,0.002000,0.002000,0.002000,0.002000
S3_Warp_Fade,EQ3,PRE,abs_innovation,1.041994,0.997931,0.206962,1.914201
S3_Warp_Fade,EQ3,PRE,NIS,1.000485,0.698245,0.031058,2.466222
S3_Warp_Fade,EQ3,PRE,directional_consistency,0.226972,0.191188,0.037037,0.453747
S3_Warp_Fade,EQ3,PRE,coherent_fraction,0.060518,0.029006,0.001087,0.161697
S3_Warp_Fade,EQ3,PRE,tracking_error,-0.372105,-0.301465,-1.160493,0.329352
S3_Warp_Fade,EQ3,FADE,R_vb,0.202596,0.195778,0.139427,0.278183
S3_Warp_Fade,EQ3,FADE,R_eff,0.340942,0.307808,0.157116,0.574497
S3_Warp_Fade,EQ3,FADE,R_eff_R_vb,1.660784,1.418328,1.072628,2.664767
S3_Warp_Fade,EQ3,FADE,K_delay,0.767190,0.766542,0.660099,0.876076
S3_Warp_Fade,EQ3,FADE,Q11,0.796578,0.709204,0.434196,1.283131
S3_Warp_Fade,EQ3,FADE,Q22,0.002000,0.002000,0.002000,0.002000
