ProfileID,RetainedPaths,ClusterSpan_ms,RMSDelaySpread_ms,DominantEnergyFraction
P1,3,0.311800000000417,0.060526475797453,0.633079264925676
P2,2,3.00790000000006,1.50378338835699,0.507442330431746
P3,2,1.83299999999775,0.134283971261639,0.994603984004342
